query,intent,entities
Add payee Vikram account 324221872,beneficiary_add,"{'account_number': '324221872', 'person': 'Vikram'}"
How do I complete KYC?,kyc_update,{}
Show me branch hours for Pune,branch_locator,{'location': 'Pune'}
Close fixed deposit account,close_account,{}
Add payee Neha account 117291149,beneficiary_add,"{'account_number': '117291149', 'person': 'Neha'}"
Stop cheque number 802667,stop_cheque,{'cheque_number': '802667'}
Tell me a joke,out_of_scope,{}
Order cheque book for my account,request_chequebook,{}
Deactivate my credit card now,block_card,{}
Add a beneficiary named Teja account 790947440,beneficiary_add,"{'account_number': '790947440', 'person': 'Teja'}"
Block my debit card,block_card,{}
Change my phone number,update_details,{}
Check cashback offers,cashback_inquiry,{}
Check available funds in my savings account,check_balance,{'account_type': 'savings'}
Transfer 44523 to account 65092363,transfer_money,"{'account_number': '65092363', 'amount': '44523'}"
Block my debit card,block_card,{}
I want information about personal loan,loan_inquiry,{'loan_type': 'personal'}
Remove beneficiary Vikram,beneficiary_remove,{'person': 'Vikram'}
How do I complete KYC?,kyc_update,{}
Show account statement for 12/11/2024,statement_request,{'date': '12/11/2024'}
"Forgot PIN, how to reset?",pin_reset,{}
Close fixed deposit account,close_account,{}
Send ₹13972 to Karan today,transfer_money,"{'amount': '13972', 'person': 'Karan'}"
Change my phone number,update_details,{}
Deactivate my credit card now,block_card,{}
Update email id,update_details,{}
Change my debit card PIN,change_pin,{}
Transfer 30831 to account 55965489,transfer_money,"{'account_number': '55965489', 'amount': '30831'}"
Show my account balance,check_balance,{}
Update my KYC documents,kyc_update,{}
Create standing instruction for EMI,standing_instruction,{}
Tell me a joke,out_of_scope,{}
Request a new chequebook,request_chequebook,{}
Change my debit card PIN,change_pin,{}
Tell me FD rates,interest_rate,{}
Send me last 6 months statement,statement_request,{}
Show me branch hours for Andheri,branch_locator,{'location': 'Andheri'}
Locate branch in Bengaluru,branch_locator,{'location': 'Bengaluru'}
Send me last 6 months statement,statement_request,{}
How do I get cashback on my card?,cashback_inquiry,{}
Update email id,update_details,{}
Set up a standing instruction to pay rent of ₹12855 monthly,standing_instruction,{'amount': '12855'}
Find branch near Chennai,branch_locator,{'location': 'Chennai'}
Show account statement for 19/02/2024,statement_request,{'date': '19/02/2024'}
Order cheque book for my account,request_chequebook,{}
Deactivate my credit card now,block_card,{}
Stop cheque number 841561,stop_cheque,{'cheque_number': '841561'}
Pay rent bill 11753 on 20/01/2024,pay_bill,"{'amount': '11753', 'date': '20/01/2024', 'bill_type': 'rent'}"
Remove beneficiary Deepa,beneficiary_remove,{'person': 'Deepa'}
I want information about personal loan,loan_inquiry,{'loan_type': 'personal'}
Check cashback offers,cashback_inquiry,{}
Please stop cheque 991401,stop_cheque,{'cheque_number': '991401'}
Pay 47320 for credit_card,pay_bill,"{'amount': '47320', 'bill_type': 'credit_card'}"
Play music,out_of_scope,{}
Show me branch hours for Pune,branch_locator,{'location': 'Pune'}
What is today's forex rate for USD?,forex_inquiry,{}
Stop cheque number 856215,stop_cheque,{'cheque_number': '856215'}
Order cheque book for my account,request_chequebook,{}
Tell me FD rates,interest_rate,{}
Add payee Ankit account 750261037,beneficiary_add,"{'account_number': '750261037', 'person': 'Ankit'}"
Update email id,update_details,{}
Update my KYC documents,kyc_update,{}
Stop cheque number 839916,stop_cheque,{'cheque_number': '839916'}
Block card ending with 3200,block_card,{'card_number': '3200'}
Remove beneficiary Irfan,beneficiary_remove,{'person': 'Irfan'}
Show me branch hours for Hyderabad,branch_locator,{'location': 'Hyderabad'}
There is an unauthorized transaction on my account,dispute_transaction,{}
"Thank you, goodbye",goodbye,{}
Convert 100 USD to INR,forex_inquiry,{}
Please stop cheque 633188,stop_cheque,{'cheque_number': '633188'}
Order cheque book for my account,request_chequebook,{}
Show my recent card transactions,card_inquiry,{}
Withdraw 38200 from ATM,withdraw_money,{'amount': '38200'}
Send 76688 to Neha today,transfer_money,"{'amount': '76688', 'person': 'Neha'}"
Convert 100 USD to INR,forex_inquiry,{}
Close my checking account,close_account,{'account_type': 'checking'}
Please stop cheque 303352,stop_cheque,{'cheque_number': '303352'}
What is today's forex rate for USD?,forex_inquiry,{}
Please transfer 86075 to Tanvi's account 181557449,transfer_money,"{'account_number': '181557449', 'amount': '86075', 'person': 'Tanvi'}"
Withdraw ₹39587 from ATM,withdraw_money,{'amount': '39587'}
Open a new salary account,open_account,{'account_type': 'salary'}
Add payee Kavita account 380322748,beneficiary_add,"{'account_number': '380322748', 'person': 'Kavita'}"
Change my debit card PIN,change_pin,{}
Reset my ATM PIN,pin_reset,{}
Stop cheque number 289630,stop_cheque,{'cheque_number': '289630'}
Pay my internet bill of 16572,pay_bill,"{'amount': '16572', 'bill_type': 'internet'}"
Close fixed deposit account,close_account,{}
When is my EMI due?,loan_inquiry,{}
Open fixed deposit account,open_account,{}
When is my EMI due?,loan_inquiry,{}
Withdraw 89519 from my salary account,withdraw_money,"{'account_type': 'salary', 'amount': '89519'}"
Please stop cheque 451238,stop_cheque,{'cheque_number': '451238'}
Delete payee Kavita,beneficiary_remove,{'person': 'Kavita'}
Show my recent card transactions,card_inquiry,{}
Change my debit card PIN,change_pin,{}
Remove beneficiary Sahil,beneficiary_remove,{'person': 'Sahil'}
I need my bank statement,statement_request,{}
Please transfer 74587 to Neha's account 838083130,transfer_money,"{'account_number': '838083130', 'amount': '74587', 'person': 'Neha'}"
Pay credit_card bill 96614 on 14/03/2023,pay_bill,"{'amount': '96614', 'date': '14/03/2023', 'bill_type': 'credit_card'}"
Deposit salary of ₹14509,deposit_money,{'amount': '14509'}
What is my account balance as on 08/04/2024,check_balance,{'date': '08/04/2024'}
Please transfer 30558 to Divya's account 383800644,transfer_money,"{'account_number': '383800644', 'amount': '30558', 'person': 'Divya'}"
Send me last 6 months statement,statement_request,{}
Block my debit card,block_card,{}
Stop cheque number 141043,stop_cheque,{'cheque_number': '141043'}
Tell me about my credit card status,card_inquiry,{}
Update email id,update_details,{}
I want information about personal loan,loan_inquiry,{'loan_type': 'personal'}
"Forgot PIN, how to reset?",pin_reset,{}
Create standing instruction for EMI,standing_instruction,{}
Add payee Rohan account 262223975,beneficiary_add,"{'account_number': '262223975', 'person': 'Rohan'}"
Send 65847 to Suman today,transfer_money,"{'amount': '65847', 'person': 'Suman'}"
How to close my account?,close_account,{}
I want to change PIN,change_pin,{}
I want to withdraw ₹91322,withdraw_money,{'amount': '91322'}
"Thank you, goodbye",goodbye,{}
How do I complete KYC?,kyc_update,{}
Reset my ATM PIN,pin_reset,{}
Add payee Divya account 761430895,beneficiary_add,"{'account_number': '761430895', 'person': 'Divya'}"
Open a new joint account,open_account,{'account_type': 'joint'}
How to close my account?,close_account,{}
Send me last 6 months statement,statement_request,{}
"Forgot PIN, how to reset?",pin_reset,{}
Locate branch in Delhi,branch_locator,{'location': 'Delhi'}
Change my phone number,update_details,{}
Check available funds in my checking account,check_balance,{'account_type': 'checking'}
Find branch near Chennai,branch_locator,{'location': 'Chennai'}
Reset my ATM PIN,pin_reset,{}
Bye,goodbye,{}
Set up a standing instruction to pay rent of ₹13037 monthly,standing_instruction,{'amount': '13037'}
Check cashback offers,cashback_inquiry,{}
What is my account balance as on 27/06/2023,check_balance,{'date': '27/06/2023'}
Close fixed deposit account,close_account,{}
What is the savings interest rate?,interest_rate,{}
I want information about home loan,loan_inquiry,{'loan_type': 'home'}
"Forgot PIN, how to reset?",pin_reset,{}
Open a new nri account,open_account,{'account_type': 'nri'}
Add payee Tanvi account 261152486,beneficiary_add,"{'account_number': '261152486', 'person': 'Tanvi'}"
What is the savings interest rate?,interest_rate,{}
Check cashback offers,cashback_inquiry,{}
Check cashback offers,cashback_inquiry,{}
Set up a standing instruction to pay rent of 42386 monthly,standing_instruction,{'amount': '42386'}
Convert 100 USD to INR,forex_inquiry,{}
Change my phone number,update_details,{}
Add a beneficiary named Kabir account 976326652,beneficiary_add,"{'account_number': '976326652', 'person': 'Kabir'}"
Set up a standing instruction to pay rent of ₹82049 monthly,standing_instruction,{'amount': '82049'}
Card not working,card_inquiry,{}
Please stop cheque 464750,stop_cheque,{'cheque_number': '464750'}
"Forgot PIN, how to reset?",pin_reset,{}
Please transfer 44335 to Meena's account 442239789,transfer_money,"{'account_number': '442239789', 'amount': '44335', 'person': 'Meena'}"
Set up a standing instruction to pay rent of 12711 monthly,standing_instruction,{'amount': '12711'}
Withdraw 73234 from my nri account,withdraw_money,"{'account_type': 'nri', 'amount': '73234'}"
Show me branch hours for Delhi,branch_locator,{'location': 'Delhi'}
Convert 100 USD to INR,forex_inquiry,{}
Transfer ₹4167 to account 245834373,transfer_money,"{'account_number': '245834373', 'amount': '4167'}"
Pay rent bill 11409 on 25/07/2024,pay_bill,"{'amount': '11409', 'date': '25/07/2024', 'bill_type': 'rent'}"
Please transfer ₹45569 to Rohit's account 580655164,transfer_money,"{'account_number': '580655164', 'amount': '45569', 'person': 'Rohit'}"
Pay loan bill 67763 on 09/06/2026,pay_bill,"{'amount': '67763', 'date': '09/06/2026', 'bill_type': 'loan'}"
Deposit salary of 70332,deposit_money,{'amount': '70332'}
Add payee Rohit account 856055379,beneficiary_add,"{'account_number': '856055379', 'person': 'Rohit'}"
Show account statement for 23/09/2024,statement_request,{'date': '23/09/2024'}
Pay mobile bill 69937 on 10/09/2026,pay_bill,"{'amount': '69937', 'date': '10/09/2026', 'bill_type': 'mobile'}"
Send me last 6 months statement,statement_request,{}
Pay subscription bill ₹14466 on 01/11/2026,pay_bill,"{'amount': '14466', 'date': '01/11/2026', 'bill_type': 'subscription'}"
Deposit 58385 to account 242880588,deposit_money,"{'account_number': '242880588', 'amount': '58385'}"
Open a new fd account,open_account,{'account_type': 'fd'}
How to apply for a personal loan?,loan_inquiry,{}
Show my account balance,check_balance,{}
Add a beneficiary named Isha account 31744701,beneficiary_add,"{'account_number': '31744701', 'person': 'Isha'}"
Show balance of account 166954844,check_balance,{'account_number': '166954844'}
Convert 100 USD to INR,forex_inquiry,{}
I want to dispute a transaction of 68163,dispute_transaction,{'amount': '68163'}
I want to change PIN,change_pin,{}
"I lost my card, block it immediately",block_card,{}
Withdraw 42803 from ATM,withdraw_money,{'amount': '42803'}
Show account statement for 05/10/2026,statement_request,{'date': '05/10/2026'}
What is the savings interest rate?,interest_rate,{}
I want to change PIN,change_pin,{}
I need my bank statement,statement_request,{}
Tell me FD rates,interest_rate,{}
Check my debit card limit,card_inquiry,{}
Transfer 40356 to account 997622044,transfer_money,"{'account_number': '997622044', 'amount': '40356'}"
"Forgot PIN, how to reset?",pin_reset,{}
Remove beneficiary Meena,beneficiary_remove,{'person': 'Meena'}
Block my debit card,block_card,{}
Close fixed deposit account,close_account,{}
Block card ending with 8587,block_card,{'card_number': '8587'}
Update email id,update_details,{}
What is today's forex rate for USD?,forex_inquiry,{}
Where is the nearest branch?,branch_locator,{}
Tell me about my credit card status,card_inquiry,{}
See you later,goodbye,{}
Withdraw 88744 from ATM,withdraw_money,{'amount': '88744'}
Set up a standing instruction to pay rent of 77897 monthly,standing_instruction,{'amount': '77897'}
Reset my ATM PIN,pin_reset,{}
Pay my rent bill of ₹16658,pay_bill,"{'amount': '16658', 'bill_type': 'rent'}"
I want information about education loan,loan_inquiry,{'loan_type': 'education'}
Tell me FD rates,interest_rate,{}
Update my KYC documents,kyc_update,{}
Show balance of account 432699999,check_balance,{'account_number': '432699999'}
Deposit ₹10795 to account 638370085,deposit_money,"{'account_number': '638370085', 'amount': '10795'}"
Add payee Deepa account 525661506,beneficiary_add,"{'account_number': '525661506', 'person': 'Deepa'}"
Please stop cheque 827968,stop_cheque,{'cheque_number': '827968'}
Order cheque book for my account,request_chequebook,{}
What is today's forex rate for USD?,forex_inquiry,{}
I want to change PIN,change_pin,{}
Order cheque book for my account,request_chequebook,{}
I want to change PIN,change_pin,{}
Set up a standing instruction to pay rent of 2540 monthly,standing_instruction,{'amount': '2540'}
Convert 100 USD to INR,forex_inquiry,{}
How do I complete KYC?,kyc_update,{}
Delete payee Arjun,beneficiary_remove,{'person': 'Arjun'}
Open YouTube,out_of_scope,{}
Stop cheque number 528459,stop_cheque,{'cheque_number': '528459'}
Pay ₹72584 for loan,pay_bill,"{'amount': '72584', 'bill_type': 'loan'}"
How can I open an account?,open_account,{}
How to apply for a personal loan?,loan_inquiry,{}
How do I get cashback on my card?,cashback_inquiry,{}
Order cheque book for my account,request_chequebook,{}
